and_A,and_B,label,sentence1,sentence2
,,0,bonnie shut the door down and bonnie found her,marvin didn t shut the door down
,,1,monica s painting is inexpensive or monica s painting is aggressive,monica s painting is neither inexpensive nor aggressive
,,1,jason will write a song about the sky or jason will get me lying,jason will neither write a song about the sky nor get me lying
,,1,ruben created a clumsy work of art and ruben created a gentle work of art,ruben didn t create a clumsy work of art
,,0,brian will lose my computer or brian will bring me out of derrick s house,brian will neither stand up to andrea nor bring me out of derrick s house
,,0,elaine will bring me out of maureen s house or elaine will break julia s heart,elaine will neither come at noon nor break julia s heart
,,1,phyllis will leave barcelona for tulcea or phyllis will grow up,phyllis will neither leave barcelona for tulcea nor grow up
,,0,theodore s painting is itchy or theodore s painting is flabby,theodore s painting is neither obnoxious nor flabby
,,1,lena made me change the way i wrote and lena began screaming,lena didn t make me change the way i wrote
,,1,irene will fly to vaslui or irene will blow it,irene will not fly to vaslui and irene wil not blow it
,,0,andy has traveled to slatina and tony has traveled to slatina,marion didn t travel to slatina
,,1,tracy created a beautiful work of art and tracy created a rich work of art,tracy didn t create a beautiful work of art
,,1,"Naomi, who is a receptionist, saw the new Marvel movie from the Russo Brothers",Naomi didn't saw the new Marvel movie from the Russo Brothers
,,1,marion will get me lying or marion will meet julia,marion will not get me lying and marion wil not meet julia
,,1,Shawn is eager or Ryan is helpless, neither Shawn is eager nor Ryan is helpless
,,1,Juana is bald or Stella is attractive, neither Juana is bald nor Stella is attractive
,,1,Hector is mysterious or Inez is clean, neither Hector is mysterious nor Inez is clean
,,1,Grace is obnoxious or Gail is handsome, neither Grace is obnoxious nor Gail is handsome
,,1,dwight went to lugoj or dwight went to giurgiu,dwight didn t go to lugoj and dwight didn t go to giurgiu
,,0,peggy created a beautiful work of art and peggy created a grumpy work of art,peggy didn t create an obedient work of art
,,0,nicholas s painting is fancy or nicholas s painting is ugly,nicholas s painting isn t ugly
,,0,theresa s painting is ugly or theresa s painting is odd,theresa s painting is neither famous nor odd
,,0,verna has visited blaj or verna has visited baia mare,jackie visited neither blaj nor baia mare
,,1,charlotte will find him or charlotte will sing a pop song,charlotte will neither find him nor sing a pop song
,,1,larry has visited arad and janice has visited arad,janice didn t visit arad
,,1,ana s painting is red or ana s painting is lively,ana s painting is neither red nor lively
,,1,maryann went to reghin or maryann went to cluj napoca,maryann didn t go to reghin and maryann didn t go to cluj napoca
,,1,ron has visited bucharest and freddie has visited bucharest,ron didn t visit bucharest
,,0,Georgia saw a boy driving an electric mango bicycle,Georgia didn't saw a boy driving a black car
,,0,marvin will go to angela s house or marvin will see a blue car running fast,marvin will neither hang up on me nor see a blue car running fast
,,0,ralph has traveled to baia mare and christian has traveled to baia mare,ralph didn t travel to craiova
,,0,kristin will begin crying or kristin will bring me out of franklin s house,kristin will not bring me out of franklin s house
,,0,charlie will ring from barcelona to mangalia or charlie will understand what leah comment about timisoara,beth will neither ring from barcelona to mangalia nor understand what leah comment about timisoara
,,1,judy created a shy work of art and judy created a bewildered work of art,judy didn t create a shy work of art
,,1,Patricia saw Tracey running from a yellow bus,Patricia didn't saw Tracey running
,,0,Loretta is gentle or Albert is zealous, Loretta is not gentle or Albert is not zealous
,,0,tunisia got to the quarter finals last year or panama got to the quarter finals last year,neither tunisia nor croatia got to the quarter finals last year
,,0,carolyn went to hunedoara and carolyn went to deva,carolyn didn t go to turda
,,1,kelly created a mealy work of art and kelly created a nervous work of art,kelly didn t create a mealy work of art
,,1,lee has visited oradea or lee has visited vaslui,lee visited neither oradea nor vaslui
,,1,ross drew ahead of the other runners and ross brought me out of lydia s house,ross didn t draw ahead of the other runners
Mattie is brave,Sidney is polite,0,Mattie is brave and Sidney is polite, Andre is not wrong
,,0,margarita will begin laughing or margarita will bend the rules of the soccer game,margarita will not begin laughing
,,1,belgium won the last world cup or costa rica won the last world cup,neither belgium nor costa rica won the last world cup
,,1,marcia s painting is mysterious or marcia s painting is clumsy,marcia s painting isn t mysterious and marcia s painting isn t clumsy
,,0,helen has visited reghin or helen has visited craiova,helen didn t visit craiova
,,1,amanda created a mushy work of art and amanda created a fancy work of art,amanda didn t create a mushy work of art
,,0,Terry is beautiful or John is repulsive, Terry is not beautiful or John is not repulsive
,,1,tammy created a grumpy work of art and tammy created a gentle work of art,tammy didn t create a grumpy work of art
Franklin is important,Gilbert is careful,1,Franklin is important and Gilbert is careful, Gilbert is not careful
,,0,oscar will ring from barcelona to bucharest or oscar will dig a hole in dorothy s backyard,oscar will not ring from barcelona to bucharest
,,1,Rick saw a girl running from a green school bus,Rick didn't saw a girl running
,,0,Mae saw Priscilla driving Elmer's new Tesla Roadster,Mae didn't saw Priscilla driving an electric orange bicycle
,,0,Pearl saw a boy running from a ashy bus with a new engine,Pearl didn't saw a boy running from Lee's car
,,1,Martin saw Manuel running from Flora's car,Martin didn't saw Manuel running
,,1,glenda s painting is plain or glenda s painting is quaint,glenda s painting is neither plain nor quaint
,,1,dolores will show crystal s old photos or dolores will read the news,dolores will not show crystal s old photos and dolores wil not read the news
Wayne is obedient,Jose is gentle,1,Wayne is obedient and Jose is gentle, Wayne is not obedient
,,0,eric s painting is calm or eric s painting is zealous,eric s painting isn t calm
,,0,edwin has visited arad and edwin has visited bucharest,herman didn t visit bucharest
,,0,charles created a poor work of art and charles created an uninterested work of art,charles didn t create a careful work of art
,,1,eleanor s painting is handsome or eleanor s painting is attractive,eleanor s painting is neither handsome nor attractive
,,1,renee will begin screaming or renee will buy a icy car,renee will neither begin screaming nor buy a icy car
Beulah is gifted,Heidi is unimportant,1,Beulah is gifted and Heidi is unimportant, Heidi is not unimportant
,,1,donald s painting is orange or donald s painting is angry,donald s painting is neither orange nor angry
,,0,darryl has visited giurgiu and matthew has visited giurgiu,darryl didn t visit hunedoara
,,1,jackie drank a beer and jackie won the soccer match,jackie didn t win the soccer match
,,0,wayne flew to vaslui and wayne ran into stacy,glenn didn t ring into stacy
,,0,Glenda is gentle or Susie is wonderful, Glenda is not gentle or Susie is not wonderful
,,0,herman created an uninterested work of art and herman created a skinny work of art,troy didn t create an uninterested work of art
,,1,edgar has traveled to baia mare or edgar has traveled to arad,edgar didn t travel to baia mare and edgar didn t travel to arad
,,0,darlene ran from barcelona to turda and darlene bent the rules of the soccer game,brandy didn t bend the rules of the soccer game
,,1,terrence has visited dej or terrence has visited craiova,terrence visited neither dej nor craiova
,,1,"Ann, who is a pilot, saw the accident",Ann didn't saw the accident
,,0,Ronnie saw Nellie running from a salmon car,Ronnie didn't saw Nellie running from a bus going to Slatina
,,0,joann created a black work of art and joann created a wonderful work of art,joann didn t create an orange work of art
,,0,ted froze my account and ted beat him,frederick didn t freeze my account
,,1,bobby has traveled to deva or bobby has traveled to oradea,bobby didn t travel to deva and bobby didn t travel to oradea
,,1,alan went to slatina and jerry went to slatina,alan didn t go to slatina
,,1,cecil will spend all my money or cecil will beat him,cecil will neither spend all my money nor beat him
,,1,"Kathy, who is a musician, visit Rosemary",Kathy isn't a musician
,,1,panama is in the geopolitical position of nigeria or spain is in the geopolitical position of nigeria,neither panama nor spain are in the geopolitical position of nigeria
,,1,"Kayla, who is a engineer, visit Clara",Kayla didn't visit Clara
,,1,france won the last world cup or saudi arabia won the last world cup,neither france nor saudi arabia won the last world cup
,,0,ana s painting is uninterested or ana s painting is odd,ana s painting isn t uninterested
,,1,jeffery has traveled to bucharest and jeffery has traveled to hunedoara,jeffery didn t travel to bucharest
,,0,Nina is stocky or Dennis is handsome, Nina is not stocky or Dennis is not handsome
,,1,mae will feel a strange or mae will become ted best friend,mae will neither feel a strange nor become ted best friend
,,1,mark will speak to him about slobozia or mark will leave me,mark will neither speak to him about slobozia nor leave me
,,0,Clinton saw a girl running from a black car,Clinton didn't saw a girl running from a blue bus with a new engine
,,0,jerome created an elegant work of art and jerome created a lazy work of art,patricia didn t create a lazy work of art
