and_A,and_B,label,sentence1,sentence2
,,1,billie created a mysterious work of art and billie created a witty work of art,billie didn t create a mysterious work of art
,,1,billie created an inexpensive work of art and billie created a vast work of art,billie didn t create an inexpensive work of art
,,0,randall created a lively work of art and randall created an uninterested work of art,darlene didn t create a lively work of art
,,1,enrique created a muscular work of art and enrique created an aggressive work of art,enrique didn t create a muscular work of art
,,0,clifford has traveled to turda and ethel has traveled to turda,ted didn t travel to turda
,,1,"Minnie, who is a doctor, visit Jacqueline",Minnie isn't a doctor
,,0,Patrick saw a boy running from a ashy bus with a new engine,Patrick didn't saw a boy running from a parade car
,,1,johnny held her close and johnny paid me,johnny didn t pay me
Phyllis is silly,Glenn is brave,0,Phyllis is silly and Glenn is brave, Ella is powerful
,,0,lynn told me eddie s secret and lynn woke up,bobby didn t wake up
,,0,harry has traveled to arad and ricardo has traveled to arad,ricardo didn t travel to tulcea
,,0,leonard created a plain work of art and leonard created an embarrassed work of art,leonard didn t create a handsome work of art
Hilda is delightful,Courtney is zealous,0,Hilda is delightful and Courtney is zealous, Jessica is inexpensive
,,0,michael created a hallowed work of art and michael created an angry work of art,tonya didn t create an angry work of art
,,1,ryan has visited slatina and ryan has visited deva,ryan didn t visit slatina
,,0,lauren created a fit work of art and lauren created an easy work of art,andrea didn t create an easy work of art
,,0,Ruby saw Fernando driving Roland's new Tesla Roadster,Ruby didn't saw Fernando driving a salmon car
,,0,kristina created an important work of art and kristina created a vast work of art,kristina didn t create a polite work of art
,,1,betty rode the horse and betty left me,betty didn t leave me
Miguel is odd,Dan is easy,1,Miguel is odd and Dan is easy, Dan is not easy
Benjamin is happy,John is zealous,0,Benjamin is happy and John is zealous, Sylvia is gifted
,,0,daniel created a salmon work of art and daniel created a bald work of art,isaac didn t create a salmon work of art
,,1,norman went to bucharest and justin went to bucharest,norman didn t go to bucharest
,,0,"Charlie, who is a photographer, bought the new Tesla Roadster","Charlie, Sam's father, didn't buy the new Tesla Roadster"
,,1,terri went to turda and terri went to cluj napoca,terri didn t go to turda
,,0,sonya has traveled to turda and sonya has traveled to turda,terrence didn t travel to turda
,,0,jeanne created a jealous work of art and jeanne created a chubby work of art,jeanne didn t create a dazzling work of art
,,0,"Sandy, who is a flight attendant, visit Christopher","Sandy, Rodney's mother, didn't visit Christopher"
,,0,jeanette created a clever work of art and jeanette created a stocky work of art,jeanette didn t create a kind work of art
,,0,tom created a panicky work of art and tom created a handsome work of art,daisy didn t create a handsome work of art
,,0,julio was a delightful person and julio sold jill s bicycle,rick didn t sell jill s bicycle
,,0,andy gave nicholas a black car and andy paid jonathan,andy didn t win the game
,,0,kyle stood in front of the crowd and kyle began screaming,karl didn t begin screaming
,,1,patsy created an uptight work of art and patsy created a green work of art,patsy didn t create an uptight work of art
,,1,monica created a vast work of art and monica created a happy work of art,monica didn t create a vast work of art
,,0,tyler drank an orange juice and tyler held me back,tyler didn t swim out toward the mango boat
Gladys is inexpensive,Jeanette is poor,1,Gladys is inexpensive and Jeanette is poor, Jeanette is not poor
,,1,"Karen, who is a lawyer, saw the new Marvel movie from the Russo Brothers",Karen didn't saw the new Marvel movie from the Russo Brothers
,,0,clyde has visited slatina and mamie has visited slatina,mamie didn t visit tulcea
,,1,flora let use this pen and flora made me change the way i wrote,flora didn t make me change the way i wrote
,,1,don went to bucharest and don went to timisoara,don didn t go to timisoara
,,1,"Kyle, who is a vet, visit Mattie",Kyle didn't visit Mattie
,,1,brad created a lazy work of art and brad created a fancy work of art,brad didn t create a lazy work of art
,,1,calvin has traveled to timisoara and calvin has traveled to slobozia,calvin didn t travel to timisoara
Monique is happy,Tara is calm,1,Monique is happy and Tara is calm, Monique is not happy
,,0,heather went to baia mare and jodi went to baia mare,jodi didn t go to turda
,,0,jimmie has traveled to arad and jimmie has traveled to deva,margaret didn t travel to arad
,,0,alberta has traveled to deva and jill has traveled to deva,jill didn t travel to vaslui
,,0,sonya has visited vaslui and dawn has visited vaslui,nathan didn t visit vaslui
,,0,allison has visited turda and natalie has visited turda,allison didn t visit slatina
,,0,william created a bewildered work of art and william created an obedient work of art,blanche didn t create a bewildered work of art
Eva is helpful,Alfredo is wrong,1,Eva is helpful and Alfredo is wrong, Alfredo is not wrong
,,1,gary froze my account and gary heard my voice,gary didn t freeze my account
Sean is eager,Joel is zealous,1,Sean is eager and Joel is zealous, Sean is not eager
,,1,Ralph saw Lillie running from a blue school bus,Ralph didn't saw Lillie running
,,1,tara threw everything out the window and tara caught a lemon fish,tara didn t throw everything out the window
,,0,faye went to turda and jack went to turda,faye didn t go to craiova
Annette is unimportant,Paul is mushy,1,Annette is unimportant and Paul is mushy, Paul is not mushy
,,0,"Jorge, who is a receptionist, visit Calvin","Jorge, who is a engineer, didn't visit Calvin"
Ruth is odd,Hilda is hallowed,1,Ruth is odd and Hilda is hallowed, Hilda is not hallowed
Michelle is clever,Leonard is better,1,Michelle is clever and Leonard is better, Leonard is not better
Andre is delightful,Oscar is jolly,0,Andre is delightful and Oscar is jolly, Virgil is not wrong
,,1,"Esther, who is a hairdresser, saw the city mayor",Esther didn't saw the city mayor
,,0,randall created a better work of art and randall created a gentle work of art,don didn t create a better work of art
,,1,"Maxine, who is a chef, bought the new Marvel movie from the Russo Brothers",Maxine didn't buy the new Marvel movie from the Russo Brothers
Randall is thankful,Andre is wonderful,0,Randall is thankful and Andre is wonderful, Terrance is mushy
,,1,harold went to timisoara and clayton went to timisoara,harold didn t go to timisoara
,,0,lynda laid down and lynda lost jay s blue car,lynda didn t hit a tree
Joe is tender,Allan is inexpensive,1,Joe is tender and Allan is inexpensive, Allan is not inexpensive
,,0,Crystal saw Hector driving a green bicycle,Crystal didn't saw Hector driving an electric yellow bicycle
,,1,regina sat on the chair and regina sent me a note,regina didn t sit on the chair
,,0,doris created an ashy work of art and doris created an easy work of art,wendy didn t create an easy work of art
,,0,carolyn went to hunedoara and carolyn went to deva,carolyn didn t go to turda
,,0,"Charles, who is a baker, visit Cory","Charles, Tammy's father, didn't visit Cory"
,,1,charlie created a bewildered work of art and charlie created a powerful work of art,charlie didn t create a bewildered work of art
,,1,"Gertrude, who is a pilot, visit Nathan",Gertrude isn't a pilot
,,1,gerald created a nice work of art and gerald created a salmon work of art,gerald didn t create a nice work of art
,,0,flora laid his hands on her and flora lent me melvin s orange bicycle,clara didn t lend me melvin s orange bicycle
,,1,harry created a polite work of art and harry created a thankful work of art,harry didn t create a polite work of art
,,0,"Ernest, who is a builder, bought a Macbook","Ernest, who is a technician, didn't buy a Macbook"
,,0,Terrance saw Cynthia driving Russell's car,Terrance didn't saw Cynthia driving a icy bicycle
Diana is victorious,Vickie is eager,1,Diana is victorious and Vickie is eager, Diana is not victorious
,,1,"April, who is a nurse, bought a japanese novel",April didn't buy a japanese novel
,,1,lori grew up in jail and lori got me lying,lori didn t get me lying
,,1,julia sat on the mat and julia said nice things,julia didn t sit on the mat
,,0,Larry saw a boy running from a salmon car,Larry didn't saw a boy running from a icy bus
,,0,eugene beat her and eugene hit a tree,jose didn t hit a tree
,,0,enrique created a dead work of art and enrique created a clumsy work of art,catherine didn t create a clumsy work of art
,,1,"Rose, who is a receptionist, visit Bob",Rose didn't visit Bob
,,1,william has visited turda and ashley has visited turda,ashley didn t visit turda
Kelly is unimportant,Dawn is wrong,1,Kelly is unimportant and Dawn is wrong, Dawn is not wrong
,,0,Elizabeth saw a girl running from Ben's car,Elizabeth didn't saw a girl running from a parade car
,,1,Julian saw a girl driving Dennis's car,Julian didn't saw a girl driving
,,1,gina hid a smile and gina flew to timisoara,gina didn t hide a smile
Lance is wonderful,Lonnie is hallowed,0,Lance is wonderful and Lonnie is hallowed, Lonnie is not wonderful
,,1,arnold created a calm work of art and arnold created a repulsive work of art,arnold didn t create a calm work of art
,,0,Stacy saw a boy running from a white school bus,Stacy didn't saw a boy running from a icy car
,,1,jon created a zealous work of art and jon created a lemon work of art,jon didn t create a zealous work of art
,,1,"Kimberly, who is a nurse, bought a japanese novel",Kimberly didn't buy a japanese novel
,,1,sean created a blue work of art and sean created a salmon work of art,sean didn t create a blue work of art
,,1,jordan created a shy work of art and jordan created a careful work of art,jordan didn t create a shy work of art
,,0,arthur went to bucharest and arthur went to hunedoara,neil didn t go to bucharest
,,0,"Alfred, who is a nurse, bought a Macbook","Alfred, Jacqueline's father, didn't buy a Macbook"
Greg is aggressive,Lindsay is happy,1,Greg is aggressive and Lindsay is happy, Greg is not aggressive
,,1,clara has visited timisoara and chester has visited timisoara,clara didn t visit timisoara
Lance is nice,Jorge is kind,1,Lance is nice and Jorge is kind, Lance is not nice
,,0,alan told me everything and alan sang a pop song,carolyn didn t sing a pop song
,,0,reginald wrote me a letter and reginald brought me out of ida s house,jeremy didn t write me a letter
,,0,debbie has traveled to dej and gene has traveled to dej,adrian didn t travel to dej
,,1,"Sidney, who is a dentist, saw a strange add",Sidney didn't saw a strange add
,,0,"Philip, who is a plumber, bought a pizza","Philip, who is a carpenter, didn't buy a pizza"
Bruce is unimportant,Claude is better,1,Bruce is unimportant and Claude is better, Claude is not better
,,1,geraldine created a black work of art and geraldine created a shapely work of art,geraldine didn t create a black work of art
,,0,carole has visited tulcea and josephine has visited tulcea,dana didn t visit tulcea
